Region,Country/Area,Year,Series,Value,Footnotes,Source
68,Bolivia (Plurin. State of),1995,Primary energy production (petajoules),242,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2000,Primary energy production (petajoules),238,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2005,Primary energy production (petajoules),581,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2010,Primary energy production (petajoules),657,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2015,Primary energy production (petajoules),937,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2017,Primary energy production (petajoules),873,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2018,Primary energy production (petajoules),821,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2019,Primary energy production (petajoules),733,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),1995,Net imports [Imports - Exports - Bunkers] (petajoules),-85,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2000,Net imports [Imports - Exports - Bunkers] (petajoules),-81,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2005,Net imports [Imports - Exports - Bunkers] (petajoules),-381,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2010,Net imports [Imports - Exports - Bunkers] (petajoules),-392,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2015,Net imports [Imports - Exports - Bunkers] (petajoules),-595,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2017,Net imports [Imports - Exports - Bunkers] (petajoules),-505,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2018,Net imports [Imports - Exports - Bunkers] (petajoules),-440,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2019,Net imports [Imports - Exports - Bunkers] (petajoules),-349,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),1995,Changes in stocks (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2000,Changes in stocks (petajoules),-2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2005,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2010,Changes in stocks (petajoules),-3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2015,Changes in stocks (petajoules),-9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2017,Changes in stocks (petajoules),-15,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2018,Changes in stocks (petajoules),-9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2019,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),1995,Total supply (petajoules),156,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2000,Total supply (petajoules),160,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2005,Total supply (petajoules),199,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2010,Total supply (petajoules),268,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2015,Total supply (petajoules),351,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2017,Total supply (petajoules),384,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2018,Total supply (petajoules),390,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2019,Total supply (petajoules),382,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),1995,Supply per capita (gigajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2000,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2005,Supply per capita (gigajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2010,Supply per capita (gigajoules),27,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2015,Supply per capita (gigajoules),32,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2017,Supply per capita (gigajoules),34,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2018,Supply per capita (gigajoules),34,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
68,Bolivia (Plurin. State of),2019,Supply per capita (gigajoules),33,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2015,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2017,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2018,Primary energy production (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2019,Primary energy production (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2015,Net imports [Imports - Exports - Bunkers] (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2017,Net imports [Imports - Exports - Bunkers] (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2018,Net imports [Imports - Exports - Bunkers] (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2019,Net imports [Imports - Exports - Bunkers] (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2015,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2017,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2018,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2019,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2015,Total supply (petajoules),1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2017,Total supply (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2018,Total supply (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2019,Total supply (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2015,Supply per capita (gigajoules),61,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2017,Supply per capita (gigajoules),65,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2018,Supply per capita (gigajoules),63,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
535,"Bonaire, St. Eustatius & Saba",2019,Supply per capita (gigajoules),66,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
70,Bosnia and Herzegovina,1995,Primary energy production (petajoules),33,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
70,Bosnia and Herzegovina,2000,Primary energy production (petajoules),126,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
70,Bosnia and Herzegovina,2005,Primary energy production (petajoules),152,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
70,Bosnia and Herzegovina,2010,Primary energy production (petajoules),182,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
